Name,Number Reviews,Avg Rating,Descriptors,Phone Number,Licenses,Address,Url
MedMen Oak Park ,26 reviews,4.3,Dispensary | Order online | Recreational,(708) 665-3143,Adult-Use Retail: 284.000033-AUDO,"1132 Lake Street, Oak Park, Illinois 60131",https://weedmaps.com/dispensaries/medmen-chicago-oakpark
Star Buds Riverside ,2 reviews,5.0,Dispensary | Order online | Recreational | Supports the Black community,(708) 853-9640,Adult-Use Retail: 284.000268-AUDO,"2704 S Harlem Ave, Riverside, Illinois 60546",https://weedmaps.com/dispensaries/star-buds-riverside
Zen Leaf Rogers Park ,13 reviews,3.5,Dispensary | Order online | Medical & Recreational,(618) 900-0936,Adult-Use Retail: 284.000128-AUDO | Medical Retail: 280.000054-DISP,"7305 N. Rogers Ave., Chicago, Illinois 60626",https://weedmaps.com/dispensaries/zen-leaf-rogers-park
Mission South Chicago ,76 reviews,4.4,Dispensary | Order online | Medical & Recreational | Supports the Black community,(773) 530-0088,Medical Retail: 280.000053-DISP | Adult-Use Retail: 284.000027-DISP,"8554 S Commercial Ave, Chicago, Illinois 60617",https://weedmaps.com/dispensaries/mission-il
Star Buds Burbank Illinois ,7 reviews,5.0,Dispensary | Order online | Recreational | Supports the Black community,(708) 907-3441,Adult-Use Retail: 284.000285-AUDO,"7844 S Cicero Ave, Burbank, Illinois 60459",https://weedmaps.com/dispensaries/star-buds-burbank-illinois
Sunnyside Cannabis Dispensary - Elmwood Park ,94 reviews,3.7,Dispensary | In-store purchases only | Medical & Recreational | Supports the Black community,(708) 402-8975,Medical Retail: DISP.000034 | Adult-Use Retail: AVDO.000010,"7955 W. Grand Ave., Elmwood Park, Illinois 60707",https://weedmaps.com/dispensaries/sunnyside-elmwood-park
Viola - Broadview ,1 review,5.0,Dispensary | In-store purchases only | Recreational | Supports the Black community,(872) 328-4652,Adult-Use Retail: 284.000207-AUDO,"1516 Roosevelt Road, Broadview, Illinois 60155",https://weedmaps.com/dispensaries/viola-broadview
Zen Leaf Evanston ,4 reviews,5.0,Dispensary | Order online | Recreational,(618) 900-0936,Adult-Use Retail: 284.000020-AUDO,"1804 Maple Ave, Evanston, Illinois 60201",https://weedmaps.com/dispensaries/zen-leaf-evanston
Sociale Dispensary ,1 review,5.0,Dispensary | Order online | Recreational,(847) 318-3277,Adult-Use Retail: 284.000317-AUDO,"1036 W Higgins Rd, Park Ridge, Illinois 60068",https://weedmaps.com/dispensaries/sociale-dispensary
Namaste Cannabis & Wellness ,1 review,5.0,Dispensary | Order online | Recreational,(708) 402-4232,Adult-Use Retail: 284.000279-AUDO,"6119A East Ave, Hodgkins, Illinois 60525",https://weedmaps.com/dispensaries/namaste
Curaleaf - Justice ,27 reviews,3.4,Dispensary | Order online | Recreational,(708) 793-8100,Adult-Use Retail: 284.000088-AUDO,"8340 South Roberts Road, Justice, Illinois 60458",https://weedmaps.com/dispensaries/curaleaf-justice
Verilife - Rosemont ,7 reviews,2.3,Dispensary | In-store purchases only | Recreational,(847) 233-1593,Adult-Use Retail: AUDO.000096,"5540 Park Place, Rosemont, Illinois 60018",https://weedmaps.com/dispensaries/verilife-rosemont
Curaleaf - Worth ,23 reviews,2.8,Dispensary | In-store purchases only | Recreational,(708) 586-7600,Adult-Use Retail: 284.000087-AUDO,"11425 South Harlem Avenue, Worth, Illinois 60482",https://weedmaps.com/dispensaries/curaleaf-worth
EarthMed - Rosemont ,7 reviews,4.3,Dispensary | In-store purchases only | Recreational,(224) 275-9333,Adult-Use Retail: 284.000082-DISP,"10441 E Touhy Ave, Rosemont, Illinois 60018",https://weedmaps.com/dispensaries/earthmed-rosemont
RISE Dispensaries Niles ,16 reviews,3.8,Dispensary | In-store purchases only | Recreational | Supports the Black community,(815) 900-2227,,"9621 North Milwaukee Ave., Niles, Illinois 60714",https://weedmaps.com/dispensaries/rise-dispensaries-niles
Curaleaf - Westmont ,3 reviews,4.3,Dispensary | In-store purchases only | Recreational,(630) 796-0715,Adult-Use Retail: 284.000117-AUDO,"11 East Ogden Avenue, Westmont, Illinois 60559",https://weedmaps.com/dispensaries/curaleaf-westmont
EarthMed - Addison ,111 reviews,3.9,Dispensary | In-store purchases only | Medical & Recreational,(630) 607-0796,Medical Retail: 280.000005 | Adult-Use Retail: 284.000030-DISP,"852 South Westgate Dr., Addison, Illinois 60101",https://weedmaps.com/dispensaries/earthmed-addison
BaM Body and Mind Dispensary - Markham ,3 reviews,3.7,Dispensary | In-store purchases only | Recreational,(708) 224-7897,Adult-Use Retail: 284.000159-AUDO,"3063 W 159th St, Markham, Illinois 60428",https://weedmaps.com/dispensaries/bam-body-and-mind-dispensary-markham
Zen Leaf Lombard ,11 reviews,4.2,Dispensary | Order online | Recreational,(630) 716-2517,Adult-Use Retail: 284.000101-AUDO,"783 Butterfield Rd, Lombard, Illinois 60148",https://weedmaps.com/dispensaries/zen-leaf-lombard
Mission Calumet City ,46 reviews,4.0,Dispensary | Order online | Recreational | Supports the Black community,(773) 530-0088,Adult-Use Retail: 284.000075-DISP,"1330 Torrence Ave, Calumet City, Illinois 60409",https://weedmaps.com/dispensaries/mission-calumet-city
HATCH - Addison ,113 reviews,4.4,Dispensary | In-store purchases only | Recreational,(630) 519-1300,Adult-Use Retail: 280.000049-DISP,"1433 W. Fullerton Ave. Unit C, Addison, Illinois 60101",https://weedmaps.com/dispensaries/hatch
Verilife - Arlington Heights (Medical & Recreational) ,16 reviews,3.2,Dispensary | In-store purchases only | Medical & Recreational,(847) 755-2992,Medical Retail: 280.000007 | Adult-Use Retail: 284.000017-AUDO,"1816 S Arlington Heights Rd, Arlington Heights, Illinois 60005",https://weedmaps.com/dispensaries/pharmacannis-schaumburg
Curaleaf - Deerfield ,26 reviews,4.3,Dispensary | Order online | Recreational,(847) 686-2821,Adult-Use Retail: 284.000121-AUDO,"677 Lake Cook Rd., Deerfield, Illinois 60015",https://weedmaps.com/dispensaries/curaleaf-deerfield
Zen Leaf Prospect Heights ,15 reviews,4.5,Dispensary | Order online | Recreational,(224) 269-4275,Adult-Use Retail: 284.00081-AUDO,"1434 E. Rand Rd., Prospect Heights, Illinois 60070",https://weedmaps.com/dispensaries/zen-lead-prospect-heights
Zen Leaf Highland Park ,15 reviews,3.9,Dispensary | Order online | Medical & Recreational,(847) 780-3942,Medical Retail: 280.000032-DISP | Adult-Use Retail: 284.000083-AUDO,"2030 Skokie Valley Rd., Highland Park, Illinois 60035",https://weedmaps.com/dispensaries/zen-leaf-highland-park
Sunnyside Cannabis Dispensary – Schaumburg ,44 reviews,4.2,Dispensary | Order online | Recreational | Supports the Black community,(847) 893-0460,Adult-Use Retail: 284.000061 AUDO,"1739 E. Golf Rd, Schaumburg, Illinois 60173",https://weedmaps.com/dispensaries/sunnyside-cannabis-dispensary-schaumburg
Sunnyside Cannabis Dispensary - Buffalo Grove ,55 reviews,4.5,Dispensary | In-store purchases only | Recreational | Supports the Black community,(847) 495-2397,Adult-Use Retail: 284.000009-AUDO,"830 Milwaukee Ave., Buffalo Grove, Illinois 60089",https://weedmaps.com/dispensaries/sunnyside-buffalo-grove
Nature's Care - Rolling Meadows ,97 reviews,4.3,Dispensary | In-store purchases only | Medical,(847) 754-4955,Medical Retail: 280.000024-DISP,"975 Rohlwing Road, Rolling Meadows, Illinois 60008",https://weedmaps.com/dispensaries/natures-care
Zen Leaf Naperville ,11 reviews,4.2,Dispensary | Order online | Recreational,(630) 634-8543,Adult-Use Retail: 284.000078-AUDO,"1516 N Naper Blvd, Naperville, Illinois 60563",https://weedmaps.com/dispensaries/zen-leaf-naperville
Verilife - Romeoville (Medical & Recreational) ,10 reviews,4.3,Dispensary | In-store purchases only | Medical & Recreational,(630) 359-3213,Adult-Use Retail: 284.000019-AUDO | Medical Retail: 280.000030-DISP,"1335 Lakeside Dr. Unit 4, Romeoville, Illinois 60446",https://weedmaps.com/dispensaries/verilife-romeoville
Verilife - Schaumburg ,7 reviews,4.1,Dispensary | In-store purchases only | Recreational,(630) 332-9601,,"150 South Barrington Road, Schaumburg, Illinois 60194",https://weedmaps.com/dispensaries/verilife-schaumburg
RISE Dispensaries Naperville ,2 reviews,3.0,Dispensary | In-store purchases only | Medical & Recreational | Supports the Black community,(630) 369-4000,Adult-Use Retail: 284.000003-AUDO | Medical Retail: 280.000027-DISP,"1700 Quincy Ave., Suite 103, Naperville, Illinois 60540",https://weedmaps.com/dispensaries/rise-naperville-recreational
Curaleaf - New Lenox ,19 reviews,4.1,Dispensary | In-store purchases only | Medical,(708) 258-1141,Medical Retail: 280.0000017-DISP,"709 E. Lincoln Hwy., New Lenox, Illinois 60451",https://weedmaps.com/dispensaries/curaleaf-new-lenox
Zen Leaf Aurora ,21 reviews,3.8,Dispensary | Order online | Recreational,(331) 212-8846,Adult-Use Retail: 284.000068-AUDO,"740 Illinois Route 59, Aurora, Illinois 60504",https://weedmaps.com/dispensaries/zen-leaf-aurora
Sunnyside Cannabis Dispensary – Naperville ,36 reviews,4.6,Dispensary | In-store purchases only | Recreational | Supports the Black community,(630) 884-8061,Adult-Use Retail: AUDO.000080,"2740 W 75th St., Naperville, Illinois 60564",https://weedmaps.com/dispensaries/sunnyside-cannabis-dispensary-naperville
RISE Dispensaries Mundelein ,90 reviews,3.3,Dispensary | In-store purchases only | Medical & Recreational | Supports the Black community,(847) 616-8966,Adult-Use Retail: 284.000001-AUDO,"1325 Armour Blvd, Mundelein, Illinois 60060",https://weedmaps.com/dispensaries/rise-mundelein
Zen Leaf St. Charles ,85 reviews,4.5,Dispensary | Order online | Medical & Recreational,(630) 377-7373,Adult-Use Retail: 284.000015-AUDO | Medical Retail: 280.000020-DISP,"3691 E Main Street, St. Charles, Illinois 60174",https://weedmaps.com/dispensaries/zen-leaf-il-st-charles
nuEra Aurora ,4 reviews,5.0,Dispensary | In-store purchases only | Recreational,(331) 301-5606,Adult-Use Retail: 284.000072-DISP,"1415 Corporate Blvd, Aurora, Illinois 60502",https://weedmaps.com/dispensaries/nuera-aurora
RISE Dispensaries Joliet (Colorado) ,58 reviews,3.3,Dispensary | In-store purchases only | Recreational | Supports the Black community,(815) 733-1167,Adult-Use Retail: 284.000044-AUDO,"2903 Colorado Avenue, Joliet, Illinois 60431",https://weedmaps.com/dispensaries/rise-joliet-colorado
Greenlight - Park City ,3 reviews,5.0,Dispensary | In-store purchases only | Recreational,(847) 461-1025,Adult-Use Retail: 284.000288-AUDO,"3331 Belvidere Rd, Park City, Illinois 60085",https://weedmaps.com/dispensaries/greenlight-park-city
Verilife - North Aurora (Medical & Recreational) ,26 reviews,3.7,Dispensary | In-store purchases only | Medical & Recreational,(888) 493-6066,Medical Retail: 280.000006-DISP | Adult-Use Retail: 284.000016-AUDO,"161 S Lincoln Way, Suite 301, North Aurora, Illinois 60542",https://weedmaps.com/dispensaries/pharmacannis-north-aurora
RISE Dispensaries - Joliet (Rock Creek) ,5 reviews,4.2,Dispensary | In-store purchases only | Medical | Supports the Black community,(815) 773-9300,Medical Retail: 280.000011-DISP | Adult-Use Retail: 284.000002-AUDO,"1627 Rock Creek Blvd., Joliet, Illinois 60431",https://weedmaps.com/dispensaries/rise-joliet-rock-creek
RISE Dispensaries Lake in the Hills ,7 reviews,4.7,Dispensary | In-store purchases only | Recreational,(847) 999-3063,Adult-Use Retail: 284.000110-AUDO,"270 Randall Rd, Lake In The Hills, Illinois 60156",https://weedmaps.com/dispensaries/rise-dispensaries-lake-in-the-hills
Ivy Hall - Crystal Lake ,1 review,5.0,Dispensary | Order online | Recreational,+18554894255,Adult-Use Retail: 284.000313-AUDO,"501 Pingee, Crystal Lake, Illinois 60014",https://weedmaps.com/dispensaries/ivy-hall-mundelein-waukegan
Rolling Embers ,3 reviews,3.0,Dispensary | Order online | Recreational,(269) 546-0420,Adult-Use Retail: CF23-01,"19279 Kinst road, New Buffalo, Michigan 49117",https://weedmaps.com/dispensaries/rollin-embers-1
HCC (Harbor Country Collective) ,24 reviews,5.0,Dispensary | Order online | Recreational,(269) 820-6055,Adult-Use Retail: AU-R-000714,"6761 US 12, Three Oaks, Michigan 49128",https://weedmaps.com/dispensaries/harbor-country-collective
Curaleaf - Morris ,43 reviews,3.8,Dispensary | Order online | Recreational,(815) 513-0124,Adult-Use Retail: 284.000092-AUDO,"2400 West US Route 6, Morris, Illinois 60450",https://weedmaps.com/dispensaries/greenhouse-morris
Nobody's Home ,21 reviews,4.6,Dispensary | Order online | Recreational,(269) 934-5131,Adult-Use Retail: AU-R-000720,"90 W. Main St, Benton Harbor, Michigan 49022",https://weedmaps.com/dispensaries/nobody-s-home-1
NOBO - Benton Harbor ,828 reviews,4.8,Dispensary | Order online | Recreational | Supports the Black community,(269) 999-1041,Adult-Use Retail: AU-R-000523,"107 Water St Suite 207, Benton Harbor, Michigan 49022",https://weedmaps.com/dispensaries/nobo-benton-harbor
Bloc Dispensary - Benton Harbor ,14 reviews,4.4,Dispensary | Order online | Recreational | Supports the Black community,(269) 256-6100,Adult-Use Retail: AU-R-000736 | Medical Retail: PC-000753,"200 E Main St, Benton Harbor, Michigan 49022",https://weedmaps.com/dispensaries/bloc-michigan
Pinnacle Emporium - Buchanan ,114 reviews,4.5,Dispensary | In-store purchases only | Medical,(269) 409-8571,Medical Retail: PC-000566,"221 East Front Street, Buchanan, Michigan 49107",https://weedmaps.com/dispensaries/pinnacle-emporium-2
7ENGINES - Buchanan ,140 reviews,4.6,Dispensary | Order online | Recreational,(269) 695-2122,Adult-Use Retail: AU-R-000521,"1101 E Front St, Buchanan, Michigan 49107",https://weedmaps.com/dispensaries/7engines-dispensary
Firefly Cannabis ,5 reviews,4.2,Dispensary | Order online | Recreational,(269) 247-2221,Microbusiness: AU-MB-A-000008,"919 Michigan St, Niles, Michigan 49120",https://weedmaps.com/dispensaries/firefly-cannabis
Primitiv - Niles ,194 reviews,4.5,Dispensary | Order online | Recreational | Supports the Black community,(269) 340-5318,Adult-Use Retail: AU-R-000462,"1286 S. 11th St., Niles, Michigan 49120",https://weedmaps.com/dispensaries/primitiv-niles
Verilife - Ottawa (Medical & Recreational) ,13 reviews,4.0,Dispensary | In-store purchases only | Medical & Recreational,(888) 493-6066,Medical Retail: 280.000008-DISP | Adult-Use Retail: 284.000018-AUDO,"4104 North Columbus Street, Ottawa, Illinois 61350",https://weedmaps.com/dispensaries/pharmacannis-ottawa
The Green Door Watervliet ,53 reviews,4.8,Dispensary | Order online | Recreational,(269) 201-7051,Adult-Use Retail: AU-R-000754,"3801 N M-140, Watervliet, Michigan 49098",https://weedmaps.com/dispensaries/the-green-door-watervliet
Sunnyside Cannabis Dispensary - Rockford ,91 reviews,3.2,Dispensary | Order online | Recreational | Supports the Black community,(815) 315-0090,Adult-Use Retail: AVDO.000007,"2696 N. McFarland Rd, Rockford, Illinois 61107",https://weedmaps.com/dispensaries/sunnyside-rockford
Mapleglen Care Center ,0,,Dispensary | In-store purchases only | Medical,(779) 368-5154,,"4777 Stenstrom Road, Rockford, Illinois 61109",https://weedmaps.com/dispensaries/mapleglen-care-center
Med Leaf ,0,,Dispensary | In-store purchases only | Medical & Recreational,(269) 308-3111,Medical Retail: PC-000350 | Adult-Use Retail: AU-R-000262,"301 West Main St., Hartford, Michigan 49057",https://weedmaps.com/dispensaries/med-leaf
NOBO - Edwardsburg ,989 reviews,4.8,Dispensary | Order online | Recreational | Supports the Black community,(269) 635-6621,Adult-Use Retail: AU-R-000369,"69411 M62, Edwardsburg, Michigan 49112",https://weedmaps.com/dispensaries/nobo
Dr. A's Re-Leaf Center - Edwardsburg ,243 reviews,4.4,Dispensary | Order online | Recreational,(269) 414-4661,Adult-Use Retail: AU-R-000327,"26324 US HIGHWAY 12, Edwardsburg, Michigan 49112",https://weedmaps.com/dispensaries/dr-a-s-releaf-center
Sunnyside Cannabis Dispensary – South Beloit ,53 reviews,3.3,Dispensary | Order online | Recreational | Supports the Black community,(779) 771-6660,Adult-Use Retail: AUDO.000059,"7000 First Ranger Drive, South Beloit, Illinois 61080",https://weedmaps.com/dispensaries/sunnyside-cannabis-dispensary-south-beloit
Curaleaf - Bangor ,149 reviews,4.4,Dispensary | In-store purchases only | Medical & Recreational,(269) 841-4920,Medical Retail: PC-000191 | Adult-Use Retail: AU-R-000169,"133 W. Monroe St., Bangor, Michigan 49013",https://weedmaps.com/dispensaries/curaleaf-bangor-mi
The Green Door Bangor ,24 reviews,4.4,Dispensary | Order online | Recreational,(269) 427-1435,Adult-Use Retail: AU-R-000165,"126 W Monroe, Bangor, Michigan 49013",https://weedmaps.com/dispensaries/the-green-door-8
True Leaf - Lawrence ,31 reviews,3.8,Dispensary | Order online | Recreational | Supports the Black community,(269) 539-9265,Adult-Use Retail: AU-R-000526,"265 Crandall Parkway, Lawrence, Michigan 49064",https://weedmaps.com/dispensaries/true-leaf-1
BE Provisions ,67 reviews,4.7,Dispensary | In-store purchases only | Recreational,(269) 233-4059,Adult-Use Retail: AU-R-000426,"901 East State St., Cassopolis, Michigan 49031",https://weedmaps.com/dispensaries/beprovisions
Breedsville Provision Center ,338 reviews,4.5,Dispensary | Order online | Recreational,(269) 427-2200,Adult-Use Retail: AU-R-000149,"77 East Main Street, Breedsville, Michigan 49027",https://weedmaps.com/dispensaries/breedsville-provision-center-2
Sun Provisions ,64 reviews,4.9,Dispensary | Order online | Recreational | Supports the Black community,(269) 436-8221,Adult-Use Retail: AU-R-000721,"107 W. Delaware Street, Decatur, Michigan 49045",https://weedmaps.com/dispensaries/sun-provisions
Green Decatur ,74 reviews,4.9,Dispensary | Order online | Recreational | Supports the Black community,(269) 823-7400,Adult-Use Retail: AU-R-000483,"100 E Sherwood Street, Decatur, Michigan 49045",https://weedmaps.com/dispensaries/green-decatur-inc
JARS Cannabis - Saugatuck ,390 reviews,4.9,Dispensary | Order online | Recreational,(269) 346-0420,Adult-Use Retail: AU-R-000678 | Medical Retail: PC-000777,"2790 Bluestar Hwy Fennville, Fennville, Michigan 49408",https://weedmaps.com/dispensaries/jars-saugatuck
White Flower Cannabis Co ,223 reviews,4.9,Dispensary | Order online | Recreational,(269) 913-4770,Adult-Use Retail: AU-R-000571,"39530 W. Red Arrow Hwy, Paw Paw, Michigan 49079",https://weedmaps.com/dispensaries/white-flower-cannabis-co
The Dude Abides - Constantine ,61 reviews,4.5,Dispensary | Order online | Recreational,(269) 241-9333,Adult-Use Retail: AU-R-000381,"160 N. Washington St., Constantine, Michigan 49042",https://weedmaps.com/dispensaries/the-dude-abides-provisioning-center
Atlas Cannabis Co. ,16 reviews,5.0,Dispensary | Order online | Recreational | Supports the Black community,(269) 435-1123,Adult-Use Retail: AU-R-000762,"135 S Washington St, Constantine, Michigan 49042",https://weedmaps.com/dispensaries/atlas-cannabis-co
The Green Door Allegan ,14 reviews,4.6,Dispensary | Order online | Recreational,(269) 355-1155,Adult-Use Retail: AU-R-000548,"500 Linn St, Allegan, Michigan 49010",https://weedmaps.com/dispensaries/the-green-door-allegan
Timber Cannabis Co - Allegan ,32 reviews,4.7,Dispensary | In-store purchases only | Recreational,(269) 355-1286,Adult-Use Retail: AU-R-000509,"133 Marshall St, Allegan, Michigan 49010",https://weedmaps.com/dispensaries/timber-cannabis-co-3
Joyology Three Rivers ,1 review,5.0,Dispensary | Order online | Recreational,(269) 718-3230,Adult-Use Retail: AU-R-001049,"1320 Millard Rd, Three Rivers, Michigan 49093",https://weedmaps.com/dispensaries/joyology-4
Joyology - Allegan ,4 reviews,5.0,Dispensary | Order online | Recreational,(269) 288-5995,Adult-Use Retail: AU-R-000870,"400 Water ST, Allegan, Michigan 49010",https://weedmaps.com/dispensaries/joyology-allegan
Confluence Cannabis ,34 reviews,4.8,Dispensary | Order online | Recreational,(269) 528-8770,Adult-Use Retail: AU-R-000734,"104 US 131 HWY, Three Rivers, Michigan 49093",https://weedmaps.com/dispensaries/confluence-cannabis-2
The Goat Cannabis Company ,51 reviews,4.7,Dispensary | Order online | Recreational,(208) 843-4628,Adult-Use Retail: AU-R-000819,"752 US HWY 131, Ste 752, Three Rivers, Michigan 49093",https://weedmaps.com/dispensaries/the-goat-cannabis-company
Timber Cannabis Co - Three Rivers ,36 reviews,4.4,Dispensary | Order online | Recreational,(269) 528-3193,Adult-Use Retail: AU-R-000873,"691 S US HWY 131, Three Rivers, Michigan 49093",https://weedmaps.com/dispensaries/timber-cannabis-co-three-rivers
Harbor Farmz Provisioning LLC ,164 reviews,4.7,Dispensary | In-store purchases only | Recreational | Supports the Black community,(269) 256-6256,Adult-Use Retail: AU-R-000679,"503 S US Highway 131, Three Rivers, Michigan 49093",https://weedmaps.com/dispensaries/harbor-farmz-provisioning-llc-1
Green Pharm Allegan - Now Open! ,7 reviews,5.0,Dispensary | Order online | Recreational,(269) 206-5020,Adult-Use Retail: AU-R-001056,"633 Hooker Road, Allegan, Michigan 49010",https://weedmaps.com/dispensaries/green-pharm-allegan
GAGE Kalamazoo ,196 reviews,4.8,Dispensary | Order online | Medical & Recreational,(269) 993-3444,Medical Retail: PC-000727 | Adult-Use Retail: AU-R-000614,"3825 Stadium Drive, Kalamazoo, Michigan 49008",https://weedmaps.com/dispensaries/gage-kalamazoo
Nirvana Center - Kalamazoo (formerly Compassionate Care by Design) ,692 reviews,4.5,Dispensary | Order online | Recreational | Supports the Black community,(269) 762-8038,Adult-Use Retail: AU-R-000950,"401 N. Sage St., Kalamazoo, Michigan 49006",https://weedmaps.com/dispensaries/compassionate-care-by-design
Herbana ,34 reviews,4.2,Dispensary | Order online | Recreational,(269) 443-2170,Adult-Use Retail: AU-R-000517,"2705 W Michigan Ave, Kalamazoo, Michigan 49006",https://weedmaps.com/dispensaries/herbana-2
Green Eden ,41 reviews,4.3,Dispensary | Order online | Recreational | Supports the Black community,(269) 250-4650,Adult-Use Retail: AU-R-000613,"7215 S Westnedge Ave, Portage, Michigan 49002",https://weedmaps.com/dispensaries/green-eden
Mint Cannabis - Portage ,128 reviews,4.6,Dispensary | In-store purchases only | Recreational | Supports the Black community,(269) 459-1204,Adult-Use Retail: AU-R-000702,"5747 S Westnedge, Portage, Michigan 49002",https://weedmaps.com/dispensaries/mint-cannabis-3
Pincanna - Kalamazoo NOW OPEN! ,120 reviews,5.0,Dispensary | Order online | Recreational | Supports the Black community,(269) 359-7429,Adult-Use Retail: AU-R-000738 ,"123 E. South Street, Kalamazoo, Michigan 49007",https://weedmaps.com/dispensaries/pincanna-2
The Mint Cannabis - Kalamazoo ,396 reviews,4.7,Dispensary | Order online | Recreational | Supports the Black community,(269) 743-7444,Adult-Use Retail: AU-R-000311,"730 East Cork Street, Kalamazoo, Michigan 49001",https://weedmaps.com/dispensaries/mint-cannabis
Bud & Mary's ,921 reviews,4.7,Dispensary | Order online | Recreational | Supports the Black community,(269) 443-7096,Adult-Use Retail: AU-R-000761,"2401 E. Milham, Portage, Michigan 49002",https://weedmaps.com/dispensaries/gatsby-cannabis-co
Cookies Kalamazoo ,132 reviews,4.3,Dispensary | Order online | Medical & Recreational,(269) 359-0420,Medical Retail: PC-000746 | Adult-Use Retail: AU-R-000601,"2712 Portage Rd, Kalamazoo, Michigan 49001",https://weedmaps.com/dispensaries/cookies-kalamazoo
Cannamazoo 24hr Recreational Weed Dispensary ,83 reviews,4.5,Dispensary | Order online | Recreational | Supports the Black community,(866) 226-6262,Adult-Use Retail: AU-R-000248,"2233 N Burdick Street, Kalamazoo, Michigan 49007",https://weedmaps.com/dispensaries/cannamazoo-1
STIIIZY Kalamazoo ,339 reviews,4.5,Dispensary | Order online | Recreational,(269) 218-2795,Adult-Use Retail: AU-R-000608,"5303 Portage Rd, Portage, Michigan 49002",https://weedmaps.com/dispensaries/stiiizy-kalamazoo-michigan-dispensary
Urban Gardens ,86 reviews,4.5,Dispensary | In-store purchases only | Recreational | Supports the Black community,(269) 888-7088,Adult-Use Retail: AU-R-000673,"617 Portage Street, Kalamazoo, Michigan 49007",https://weedmaps.com/dispensaries/urban-gardens
PUFF Kalamazoo - RECREATIONAL 21+ ,611 reviews,5.0,Dispensary | Order online | Recreational | Supports the Black community,(269) 888-2026,Adult-Use Retail: AU-R-001009,"4305 Portage, Kalamazoo, Michigan 49091",https://weedmaps.com/dispensaries/puff-kalamazoo
True Leaf - Kalamazoo ,13 reviews,3.7,Dispensary | Order online | Recreational | Supports the Black community,(269) 888-2088,Adult-Use Retail: AU-R-000737,"525 E Kalamazoo Ave, Kalamazoo, Michigan 49007",https://weedmaps.com/dispensaries/true-leaf-kalamazoo
